Cuisine,Category,Food_Name
Indian,Rajasthani,Ghevar
Indian,Rajasthani,Ker Sangri
Indian,Rajasthani,Laal Maas
Indian,Rajasthani,Mawa Kachori
Indian,Rajasthani,Mirchi Bada
Indian,Rajasthani,Panchmel Dal
Indian,Rajasthani,Papad Ki Sabzi
Indian,Rajasthani,Pyaz Kachori
Indian,Rajasthani,Rajasthani Thali
Indian,Rice & Biryani,Ambur Biryani
Indian,Rice & Biryani,Bombay Biryani
Indian,Rice & Biryani,Brown Rice
Indian,Rice & Biryani,Chicken Biryani
Indian,Rice & Biryani,Coconut Rice
Indian,Rice & Biryani,Curd Rice
Indian,Rice & Biryani,Dindigul Biryani
Indian,Rice & Biryani,Egg Biryani
Indian,Rice & Biryani,Fish Biryani
Indian,Rice & Biryani,Ghee Rice
Indian,Rice & Biryani,Hyderabadi Biryani
Indian,Rice & Biryani,Jeera Rice
Indian,Rice & Biryani,Kashmiri Pulao
Indian,Rice & Biryani,Kolkata Biryani
Indian,Rice & Biryani,Lemon Rice
Indian,Rice & Biryani,Lucknowi Biryani
Indian,Rice & Biryani,Malabar Biryani
Indian,Rice & Biryani,Masala Rice
Indian,Rice & Biryani,Matar Pulao
Indian,Rice & Biryani,Mushroom Biryani
Indian,Rice & Biryani,Mutton Biryani
Indian,Rice & Biryani,Paneer Biryani
Indian,Rice & Biryani,Peas Pulao
Indian,Rice & Biryani,Prawn Biryani
Indian,Rice & Biryani,Schezwan Rice
Indian,Rice & Biryani,Sindhi Biryani
Indian,Rice & Biryani,Steamed Rice
Indian,Rice & Biryani,Tamarind Rice
Indian,Rice & Biryani,Tawa Pulao
Indian,Rice & Biryani,Thalassery Biryani
Indian,Rice & Biryani,Tomato Rice
Indian,Rice & Biryani,Veg Biryani
Indian,Rice & Biryani,Veg Pulao
Indian,South Indian,Appam with Stew
Indian,South Indian,Avial
Indian,South Indian,Bisi Bele Bath
Indian,South Indian,Chicken Kothu Parotta
Indian,South Indian,Curd Vada
Indian,South Indian,Egg Kothu Parotta
Indian,South Indian,Idli
Indian,South Indian,Kadala Curry
Indian,South Indian,Kanchipuram Idli
Indian,South Indian,Kothu Parotta
Indian,South Indian,Masala Dosa
Indian,South Indian,Medu Vada
Indian,South Indian,Mysore Masala Dosa
Indian,South Indian,Neer Dosa
Indian,South Indian,Onion Dosa
Indian,South Indian,Onion Uttapam
Indian,South Indian,Parotta Kurma
Indian,South Indian,Pesarattu
Indian,South Indian,Pesarattu Upma
Indian,South Indian,Plain Dosa
Indian,South Indian,Pongal
Indian,South Indian,Puliyodarai
Indian,South Indian,Puttu
Indian,South Indian,Rava Dosa
Indian,South Indian,Rava Idli
Indian,South Indian,Rava Upma
Indian,South Indian,Sambar Vada
Indian,South Indian,Set Dosa
Indian,South Indian,Tomato Uttapam
Indian,South Indian,Upma
Indian,South Indian,Uttapam
Indian,South Indian,Ven Pongal
Indian,Specialty,Indian Caramel Dessert
Indian,Specialty,Indian Cheese Sandwich
Indian,Specialty,Indian Chicken Sandwich
Indian,Specialty,Indian Chicken Soup
Indian,Specialty,Indian Chocolate Dessert
Indian,Specialty,Indian Cream Soup
Indian,Specialty,Indian Creamy Chicken
Indian,Specialty,Indian Creamy Vegetable Curry
Indian,Specialty,Indian Crispy Chicken
Indian,Specialty,Indian Crispy Fish
Indian,Specialty,Indian Fish Fillet
Indian,Specialty,Indian Fresh Fruit Bowl
Indian,Specialty,Indian Garlic Noodles
Indian,Specialty,Indian Grilled Chicken
Indian,Specialty,Indian Grilled Fish
Indian,Specialty,Indian Grilled Vegetable Platter
Indian,Specialty,Indian Herb Chicken
Indian,Specialty,Indian Herb Rice
Indian,Specialty,Indian Mixed Salad
Indian,Specialty,Indian Mushroom Soup
Indian,Specialty,Indian Sesame Noodles
Indian,Specialty,Indian Spicy Chicken
Indian,Specialty,Indian Spicy Fish
Indian,Specialty,Indian Spicy Noodles
Indian,Specialty,Indian Spicy Rice
Indian,Specialty,Indian Spicy Vegetable Curry
Indian,Specialty,Indian Tomato Soup
Indian,Specialty,Indian Vanilla Dessert
Indian,Specialty,Indian Vegetable Curry
Indian,Specialty,Indian Vegetable Noodles
Indian,Specialty,Indian Vegetable Rice
Indian,Specialty,Indian Vegetable Sandwich
Indian,Specialty,Indian Vegetable Soup
Indian,Starter,Aloo Chaat
Indian,Starter,Aloo Tikki
Indian,Starter,Amritsari Fish
Indian,Starter,Basket Chaat
Indian,Starter,Batata Vada
Indian,Starter,Bhel Puri
Indian,Starter,Bread Pakora
Indian,Starter,Chicken 65
Indian,Starter,Chicken Lollipop
Indian,Starter,Chicken Seekh Kebab
Indian,Starter,Chicken Tikka
Indian,Starter,Chilli Chicken
Indian,Starter,Corn Chaat
Indian,Starter,Corn Tikki
Indian,Starter,Dahi Puri
Indian,Starter,Dahi Vada
Indian,Starter,Dal Kachori
Indian,Starter,Dhokla
Indian,Starter,Fafda
Indian,Starter,Fish Fry
Indian,Starter,Galouti Kebab
Indian,Starter,Hara Bhara Kebab
Indian,Starter,Kachori
Indian,Starter,Khaman
Indian,Starter,Khandvi
Indian,Starter,Malai Tikka
Indian,Starter,Medu Vada
Indian,Starter,Mirchi Bajji
Indian,Starter,Moong Dal Pakoda
Indian,Starter,Muthiya
Indian,Starter,Mutton Seekh Kebab
Indian,Starter,Mutton Shami Kebab
Indian,Starter,Onion Pakora
Indian,Starter,Palak Pakora
Indian,Starter,Paneer Pakora
Indian,Starter,Paneer Tikka
Indian,Starter,Pani Puri
Indian,Starter,Papdi Chaat
Indian,Starter,Patra
Indian,Starter,Pyaz Kachori
Indian,Starter,Ragda Pattice
Indian,Starter,Reshmi Kebab
Indian,Starter,Sabudana Vada
Indian,Starter,Samosa
Indian,Starter,Sev Puri
Indian,Starter,Tandoori Chicken
Indian,Starter,Tandoori Prawns
Indian,Starter,Veg Cutlet
Italian,Dessert,Affogato
Italian,Dessert,Amaretti
Italian,Dessert,Biscotti
Italian,Dessert,Cannoli
Italian,Dessert,Gelato
Italian,Dessert,Italian Ricotta Cake
Italian,Dessert,Panna Cotta
Italian,Dessert,Semifreddo
Italian,Dessert,Tiramisu
Italian,Dessert,Zabaglione
Italian,Main Course,Calzone
Italian,Main Course,Cannelloni
Italian,Main Course,Chicken Lasagna
Italian,Main Course,Chicken Parmesan
Italian,Main Course,Chicken Piccata
Italian,Main Course,Eggplant Parmesan
Italian,Main Course,Fettuccine Alfredo
Italian,Main Course,Four Cheese Pizza
Italian,Main Course,Gnocchi
Italian,Main Course,Hawaiian Pizza
Italian,Main Course,Lasagna
Italian,Main Course,Linguine
Italian,Main Course,Margherita Pizza
Italian,Main Course,Mushroom Pizza
Italian,Main Course,Mushroom Risotto
Italian,Main Course,Neapolitan Pizza
Italian,Main Course,Osso Buco
Italian,Main Course,Penne Alfredo
Italian,Main Course,Penne Arrabbiata
Italian,Main Course,Pepperoni Pizza
Italian,Main Course,Pesto Pasta
Italian,Main Course,Ravioli
Italian,Main Course,Risotto
Italian,Main Course,Seafood Risotto
Italian,Main Course,Sicilian Pizza
Italian,Main Course,Spaghetti Aglio e Olio
Italian,Main Course,Spaghetti Bolognese
Italian,Main Course,Spaghetti Carbonara
Italian,Main Course,Tagliatelle
Italian,Main Course,Vegetable Lasagna
Italian,Main Course,Vegetable Pizza
Italian,Specialty,Italian Caramel Dessert
Italian,Specialty,Italian Cheese Sandwich
Italian,Specialty,Italian Chicken Sandwich
Italian,Specialty,Italian Chicken Soup
Italian,Specialty,Italian Chocolate Dessert
Italian,Specialty,Italian Cream Soup
Italian,Specialty,Italian Creamy Chicken
Italian,Specialty,Italian Creamy Vegetable Curry
Italian,Specialty,Italian Crispy Chicken
Italian,Specialty,Italian Crispy Fish
Italian,Specialty,Italian Fish Fillet
Italian,Specialty,Italian Fresh Fruit Bowl
Italian,Specialty,Italian Garlic Noodles
Italian,Specialty,Italian Grilled Chicken
Italian,Specialty,Italian Grilled Fish
Italian,Specialty,Italian Grilled Vegetable Platter
Italian,Specialty,Italian Herb Chicken
Italian,Specialty,Italian Herb Rice
Italian,Specialty,Italian Mixed Salad
Italian,Specialty,Italian Mushroom Soup
Italian,Specialty,Italian Sesame Noodles
Italian,Specialty,Italian Spicy Chicken
Italian,Specialty,Italian Spicy Fish
Italian,Specialty,Italian Spicy Noodles
Italian,Specialty,Italian Spicy Rice
Italian,Specialty,Italian Spicy Vegetable Curry
Italian,Specialty,Italian Tomato Soup
Italian,Specialty,Italian Vanilla Dessert
Italian,Specialty,Italian Vegetable Curry
Italian,Specialty,Italian Vegetable Noodles
Italian,Specialty,Italian Vegetable Rice
Italian,Specialty,Italian Vegetable Sandwich
Italian,Specialty,Italian Vegetable Soup
Italian,Starter,Antipasto
Italian,Starter,Arancini
Italian,Starter,Bruschetta
Italian,Starter,Burrata Salad
Italian,Starter,Caprese Salad
Italian,Starter,Focaccia
Italian,Starter,Fried Calamari
Italian,Starter,Garlic Bread
Italian,Starter,Garlic Knots
Italian,Starter,Minestrone
Italian,Starter,Polenta Fries
Italian,Starter,Stuffed Mushrooms
Japanese,Dessert,Anmitsu
Japanese,Dessert,Castella
Japanese,Dessert,Dango
Japanese,Dessert,Dorayaki
Japanese,Dessert,Hokkaido Milk Pudding
Japanese,Dessert,Matcha Cheesecake
Japanese,Dessert,Matcha Mochi
Japanese,Dessert,Mochi
Japanese,Dessert,Taiyaki
Japanese,Main Course,Avocado Roll
Japanese,Main Course,Beef Teriyaki
Japanese,Main Course,California Roll
Japanese,Main Course,Chicken Katsu
Japanese,Main Course,Chicken Teriyaki
Japanese,Main Course,Chirashi Sushi
Japanese,Main Course,Curry Rice
Japanese,Main Course,Donburi
Japanese,Main Course,Dragon Roll
Japanese,Main Course,Gyudon
Japanese,Main Course,Japanese Curry
Japanese,Main Course,Katsudon
Japanese,Main Course,Maki
Japanese,Main Course,Miso Ramen
Japanese,Main Course,Nigiri
Japanese,Main Course,Okonomiyaki
Japanese,Main Course,Oyakodon
Japanese,Main Course,Ramen
Japanese,Main Course,Salmon Roll
Japanese,Main Course,Sashimi
Japanese,Main Course,Shio Ramen
Japanese,Main Course,Shoyu Ramen
Japanese,Main Course,Soba
Japanese,Main Course,Spicy Tuna Roll
Japanese,Main Course,Sushi
Japanese,Main Course,Temaki
Japanese,Main Course,Tempura
Japanese,Main Course,Tempura Roll
Japanese,Main Course,Teriyaki Tofu
Japanese,Main Course,Tofu Steak
Japanese,Main Course,Tonkotsu Ramen
Japanese,Main Course,Udon
Japanese,Main Course,Unagi Don
Japanese,Main Course,Vegetable Ramen
Japanese,Main Course,Vegetable Sushi
Japanese,Main Course,Yaki Udon
Japanese,Main Course,Yakisoba
Japanese,Specialty,Japanese Caramel Dessert
Japanese,Specialty,Japanese Cheese Sandwich
Japanese,Specialty,Japanese Chicken Sandwich
Japanese,Specialty,Japanese Chicken Soup
Japanese,Specialty,Japanese Chocolate Dessert
Japanese,Specialty,Japanese Cream Soup
Japanese,Specialty,Japanese Creamy Chicken
Japanese,Specialty,Japanese Creamy Vegetable Curry
Japanese,Specialty,Japanese Crispy Chicken
Japanese,Specialty,Japanese Crispy Fish
Japanese,Specialty,Japanese Fish Fillet
Japanese,Specialty,Japanese Fresh Fruit Bowl
Japanese,Specialty,Japanese Garlic Noodles
Japanese,Specialty,Japanese Grilled Chicken
Japanese,Specialty,Japanese Grilled Fish
Japanese,Specialty,Japanese Grilled Vegetable Platter
Japanese,Specialty,Japanese Herb Chicken
Japanese,Specialty,Japanese Herb Rice
Japanese,Specialty,Japanese Mixed Salad
Japanese,Specialty,Japanese Mushroom Soup
Japanese,Specialty,Japanese Sesame Noodles
Japanese,Specialty,Japanese Spicy Chicken
Japanese,Specialty,Japanese Spicy Fish
Japanese,Specialty,Japanese Spicy Noodles
Japanese,Specialty,Japanese Spicy Rice
Japanese,Specialty,Japanese Spicy Vegetable Curry
Japanese,Specialty,Japanese Tomato Soup
Japanese,Specialty,Japanese Vanilla Dessert
Japanese,Specialty,Japanese Vegetable Curry
Japanese,Specialty,Japanese Vegetable Noodles
Japanese,Specialty,Japanese Vegetable Rice
Japanese,Specialty,Japanese Vegetable Sandwich
Japanese,Specialty,Japanese Vegetable Soup
Japanese,Starter,Agedashi Tofu
Japanese,Starter,Chicken Gyoza
Japanese,Starter,Edamame
Japanese,Starter,Gyoza
Japanese,Starter,Japanese Potato Salad
Japanese,Starter,Karaage
Japanese,Starter,Seaweed Salad
Japanese,Starter,Sunomono
Japanese,Starter,Takoyaki
Japanese,Starter,Tsukemono
Japanese,Starter,Vegetable Gyoza
Japanese,Starter,Yakitori
Korean,Main Course,Beef Bulgogi
Korean,Main Course,Bibimbap
Korean,Main Course,Bossam
Korean,Main Course,Bulgogi
Korean,Main Course,Bulgogi Rice
Korean,Main Course,Chicken Bulgogi
Korean,Main Course,Dak Galbi
Korean,Main Course,Dolsot Bibimbap
Korean,Main Course,Galbi
Korean,Main Course,Gimbap
Korean,Main Course,Jajangmyeon
Korean,Main Course,Japchae
Korean,Main Course,Jjamppong
Korean,Main Course,Kimchi Fried Rice
Korean,Main Course,Kimchi Jjigae
Korean,Main Course,Kimchi Stew
Korean,Main Course,Korean Fried Chicken
Korean,Main Course,LA Galbi
Korean,Main Course,Naengmyeon
Korean,Main Course,Samgyeopsal
Korean,Main Course,Samgyetang
Korean,Main Course,Sundubu Jjigae
Korean,Main Course,Tteokbokki
Korean,Specialty,Korean Caramel Dessert
Korean,Specialty,Korean Cheese Sandwich
Korean,Specialty,Korean Chicken Sandwich
Korean,Specialty,Korean Chicken Soup
Korean,Specialty,Korean Chocolate Dessert
Korean,Specialty,Korean Cream Soup
Korean,Specialty,Korean Creamy Chicken
Korean,Specialty,Korean Creamy Vegetable Curry
Korean,Specialty,Korean Crispy Chicken
Korean,Specialty,Korean Crispy Fish
Korean,Specialty,Korean Fish Fillet
Korean,Specialty,Korean Fresh Fruit Bowl
Korean,Specialty,Korean Garlic Noodles
Korean,Specialty,Korean Grilled Chicken
Korean,Specialty,Korean Grilled Fish
Korean,Specialty,Korean Grilled Vegetable Platter
Korean,Specialty,Korean Herb Chicken
Korean,Specialty,Korean Herb Rice
Korean,Specialty,Korean Mixed Salad
Korean,Specialty,Korean Mushroom Soup
Korean,Specialty,Korean Sesame Noodles
Korean,Specialty,Korean Spicy Chicken
Korean,Specialty,Korean Spicy Fish
Korean,Specialty,Korean Spicy Noodles
Korean,Specialty,Korean Spicy Rice
Korean,Specialty,Korean Spicy Vegetable Curry
Korean,Specialty,Korean Tomato Soup
Korean,Specialty,Korean Vanilla Dessert
Korean,Specialty,Korean Vegetable Curry
Korean,Specialty,Korean Vegetable Noodles
Korean,Specialty,Korean Vegetable Rice
Korean,Specialty,Korean Vegetable Sandwich
Korean,Specialty,Korean Vegetable Soup
Korean,Starter,Corn Cheese
Korean,Starter,Gamja Twigim
Korean,Starter,Haemul Pajeon
Korean,Starter,Kimchi
Korean,Starter,Korean Dumplings
Korean,Starter,Korean Egg Roll
Korean,Starter,Mandu
Korean,Starter,Pajeon
Mediterranean,Dessert,Baklava
Mediterranean,Dessert,Basbousa
Mediterranean,Dessert,Halva
Mediterranean,Dessert,Kanafeh
Mediterranean,Dessert,Loukoumades
Mediterranean,Dessert,Rice Pudding
Mediterranean,Dessert,Turkish Delight
Mediterranean,Main Course,Chicken Kebab
Mediterranean,Main Course,Chicken Shawarma
Mediterranean,Main Course,Falafel Plate
Mediterranean,Main Course,Greek Salad
Mediterranean,Main Course,Grilled Halloumi
Mediterranean,Main Course,Grilled Sea Bass
Mediterranean,Main Course,Gyro
Mediterranean,Main Course,Lamb Kebab
Mediterranean,Main Course,Lamb Kofta
Mediterranean,Main Course,Lamb Shawarma
Mediterranean,Main Course,Mediterranean Pasta
Mediterranean,Main Course,Moussaka
Mediterranean,Main Course,Seafood Paella
Mediterranean,Main Course,Shakshuka
Mediterranean,Main Course,Souvlaki
Mediterranean,Main Course,Spanakopita
Mediterranean,Main Course,Stuffed Grape Leaves
Mediterranean,Main Course,Stuffed Peppers
Mediterranean,Specialty,Mediterranean Caramel Dessert
Mediterranean,Specialty,Mediterranean Cheese Sandwich
Mediterranean,Specialty,Mediterranean Chicken Sandwich
Mediterranean,Specialty,Mediterranean Chicken Soup
Mediterranean,Specialty,Mediterranean Chocolate Dessert
Mediterranean,Specialty,Mediterranean Cream Soup
Mediterranean,Specialty,Mediterranean Creamy Chicken
Mediterranean,Specialty,Mediterranean Creamy Vegetable Curry
Mediterranean,Specialty,Mediterranean Crispy Chicken
Mediterranean,Specialty,Mediterranean Crispy Fish
Mediterranean,Specialty,Mediterranean Fish Fillet
Mediterranean,Specialty,Mediterranean Fresh Fruit Bowl
Mediterranean,Specialty,Mediterranean Garlic Noodles
Mediterranean,Specialty,Mediterranean Grilled Chicken
Mediterranean,Specialty,Mediterranean Grilled Fish
Mediterranean,Specialty,Mediterranean Grilled Vegetable Platter
Mediterranean,Specialty,Mediterranean Herb Chicken
Mediterranean,Specialty,Mediterranean Herb Rice
Mediterranean,Specialty,Mediterranean Mixed Salad
Mediterranean,Specialty,Mediterranean Mushroom Soup
Mediterranean,Specialty,Mediterranean Sesame Noodles
Mediterranean,Specialty,Mediterranean Spicy Chicken
Mediterranean,Specialty,Mediterranean Spicy Fish
Mediterranean,Specialty,Mediterranean Spicy Noodles
Mediterranean,Specialty,Mediterranean Spicy Rice
Mediterranean,Specialty,Mediterranean Spicy Vegetable Curry
Mediterranean,Specialty,Mediterranean Tomato Soup
Mediterranean,Specialty,Mediterranean Vanilla Dessert
Mediterranean,Specialty,Mediterranean Vegetable Curry
Mediterranean,Specialty,Mediterranean Vegetable Noodles
Mediterranean,Specialty,Mediterranean Vegetable Rice
Mediterranean,Specialty,Mediterranean Vegetable Sandwich
Mediterranean,Specialty,Mediterranean Vegetable Soup
Mediterranean,Starter,Baba Ganoush
Mediterranean,Starter,Dolma
Mediterranean,Starter,Falafel
Mediterranean,Starter,Fattoush
Mediterranean,Starter,Feta Dip
Mediterranean,Starter,Hummus
Mediterranean,Starter,Labneh
Mediterranean,Starter,Muhammara
Mediterranean,Starter,Olives
Mediterranean,Starter,Pita Bread
Mediterranean,Starter,Tabbouleh
Mediterranean,Starter,Tzatziki
Mexican,Dessert,Arroz con Leche
Mexican,Dessert,Buñuelos
Mexican,Dessert,Cajeta Flan
Mexican,Dessert,Churros
Mexican,Dessert,Conchas
Mexican,Dessert,Flan
Mexican,Dessert,Mexican Chocolate Cake
Mexican,Dessert,Tres Leches Cake
Mexican,Main Course,Barbacoa
Mexican,Main Course,Bean Burrito
Mexican,Main Course,Beef Burrito
Mexican,Main Course,Beef Tacos
Mexican,Main Course,Burrito
Mexican,Main Course,Carnitas
Mexican,Main Course,Cheese Enchiladas
Mexican,Main Course,Chicken Burrito
Mexican,Main Course,Chicken Enchiladas
Mexican,Main Course,Chicken Fajitas
Mexican,Main Course,Chicken Quesadilla
Mexican,Main Course,Chicken Tacos
Mexican,Main Course,Chilaquiles
Mexican,Main Course,Chile Relleno
Mexican,Main Course,Chimichanga
Mexican,Main Course,Enchiladas
Mexican,Main Course,Fajitas
Mexican,Main Course,Fish Tacos
Mexican,Main Course,Huevos Rancheros
Mexican,Main Course,Menudo
Mexican,Main Course,Mexican Rice
Mexican,Main Course,Mole Poblano
Mexican,Main Course,Pozole
Mexican,Main Course,Quesadillas
Mexican,Main Course,Refried Beans
Mexican,Main Course,Shrimp Tacos
Mexican,Main Course,Steak Fajitas
Mexican,Main Course,Tacos
Mexican,Main Course,Tamales
Mexican,Main Course,Tostadas
Mexican,Main Course,Vegetable Tacos
Mexican,Specialty,Mexican Caramel Dessert
Mexican,Specialty,Mexican Cheese Sandwich
Mexican,Specialty,Mexican Chicken Sandwich
Mexican,Specialty,Mexican Chicken Soup
Mexican,Specialty,Mexican Chocolate Dessert
Mexican,Specialty,Mexican Cream Soup
Mexican,Specialty,Mexican Creamy Chicken
Mexican,Specialty,Mexican Creamy Vegetable Curry
Mexican,Specialty,Mexican Crispy Chicken
Mexican,Specialty,Mexican Crispy Fish
Mexican,Specialty,Mexican Fish Fillet
Mexican,Specialty,Mexican Fresh Fruit Bowl
Mexican,Specialty,Mexican Garlic Noodles
Mexican,Specialty,Mexican Grilled Chicken
Mexican,Specialty,Mexican Grilled Fish
Mexican,Specialty,Mexican Grilled Vegetable Platter
Mexican,Specialty,Mexican Herb Chicken
Mexican,Specialty,Mexican Herb Rice
Mexican,Specialty,Mexican Mixed Salad
Mexican,Specialty,Mexican Mushroom Soup
Mexican,Specialty,Mexican Sesame Noodles
Mexican,Specialty,Mexican Spicy Chicken
Mexican,Specialty,Mexican Spicy Fish
Mexican,Specialty,Mexican Spicy Noodles
Mexican,Specialty,Mexican Spicy Rice
Mexican,Specialty,Mexican Spicy Vegetable Curry
Mexican,Specialty,Mexican Tomato Soup
Mexican,Specialty,Mexican Vanilla Dessert
Mexican,Specialty,Mexican Vegetable Curry
Mexican,Specialty,Mexican Vegetable Noodles
Mexican,Specialty,Mexican Vegetable Rice
Mexican,Specialty,Mexican Vegetable Sandwich
Mexican,Specialty,Mexican Vegetable Soup
Mexican,Starter,Bean Dip
Mexican,Starter,Elote
Mexican,Starter,Esquites
Mexican,Starter,Guacamole
Mexican,Starter,Jalapeno Poppers
Mexican,Starter,Mexican Street Corn
Mexican,Starter,Nachos
Mexican,Starter,Queso Dip
Mexican,Starter,Queso Fundido
Mexican,Starter,Salsa
Mexican,Starter,Taquitos
Middle Eastern,Dessert,Atayef
Middle Eastern,Dessert,Baklava
Middle Eastern,Dessert,Barazek
Middle Eastern,Dessert,Basbousa
Middle Eastern,Dessert,Halva
Middle Eastern,Dessert,Kunafa
Middle Eastern,Dessert,Maamoul
Middle Eastern,Dessert,Qatayef
Middle Eastern,Dessert,Umm Ali
Middle Eastern,Main Course,Adana Kebab
Middle Eastern,Main Course,Beef Shawarma
Middle Eastern,Main Course,Chicken Fatteh
Middle Eastern,Main Course,Chicken Kabsa
Middle Eastern,Main Course,Chicken Mandi
Middle Eastern,Main Course,Chicken Shawarma
Middle Eastern,Main Course,Chicken Tagine
Middle Eastern,Main Course,Couscous
Middle Eastern,Main Course,Doner Kebab
Middle Eastern,Main Course,Falafel Wrap
Middle Eastern,Main Course,Fatteh
Middle Eastern,Main Course,Harira
Middle Eastern,Main Course,Kebab
Middle Eastern,Main Course,Kofta
Middle Eastern,Main Course,Lamb Kabsa
Middle Eastern,Main Course,Lamb Mandi
Middle Eastern,Main Course,Lamb Shawarma
Middle Eastern,Main Course,Lamb Tagine
Middle Eastern,Main Course,Mandi
Middle Eastern,Main Course,Maqluba
Middle Eastern,Main Course,Molokhia
Middle Eastern,Main Course,Musakhan
Middle Eastern,Starter,Baba Ghanoush
Middle Eastern,Starter,Falafel
Middle Eastern,Starter,Fattoush
Middle Eastern,Starter,Hummus
Middle Eastern,Starter,Kibbeh
Middle Eastern,Starter,Labneh
Middle Eastern,Starter,Manakish
Middle Eastern,Starter,Muhammara
Middle Eastern,Starter,Mutabbal
Middle Eastern,Starter,Sambousek
Middle Eastern,Starter,Stuffed Vine Leaves
Middle Eastern,Starter,Tabbouleh
Salad,Salad,Avocado Salad
Salad,Salad,Bean Salad
Salad,Salad,Beetroot Salad
Salad,Salad,Broccoli Salad
Salad,Salad,Caesar Salad
Salad,Salad,Caprese Salad
Salad,Salad,Carrot Salad
Salad,Salad,Chicken Caesar Salad
Salad,Salad,Chicken Salad
Salad,Salad,Chickpea Salad
Salad,Salad,Coleslaw
Salad,Salad,Corn Salad
Salad,Salad,Cucumber Salad
Salad,Salad,Fruit Salad
Salad,Salad,Garden Salad
Salad,Salad,Greek Salad
Salad,Salad,Kachumber Salad
Salad,Salad,Macaroni Salad
Salad,Salad,Mango Salad
Salad,Salad,Nicoise Salad
Salad,Salad,Pasta Salad
Salad,Salad,Potato Salad
Salad,Salad,Quinoa Salad
Salad,Salad,Russian Salad
Salad,Salad,Sprout Salad
Salad,Salad,Sprouted Moong Salad
Salad,Salad,Thai Papaya Salad
Salad,Salad,Tomato Salad
Salad,Salad,Tuna Salad
Salad,Salad,Waldorf Salad
Spanish,Dessert,Arroz con Leche
Spanish,Dessert,Churros
Spanish,Dessert,Crema Catalana
Spanish,Dessert,Flan
Spanish,Dessert,Polvorones
Spanish,Dessert,Tarta de Santiago
Spanish,Dessert,Torrijas
Spanish,Main Course,Chicken Paella
Spanish,Main Course,Chorizo
Spanish,Main Course,Croquetas
Spanish,Main Course,Fabada Asturiana
Spanish,Main Course,Fideuà
Spanish,Main Course,Gazpacho
Spanish,Main Course,Paella Valenciana
Spanish,Main Course,Patatas Bravas
Spanish,Main Course,Pisto
Spanish,Main Course,Pulpo a la Gallega
Spanish,Main Course,Seafood Paella
Spanish,Main Course,Spanish Omelette
Spanish,Main Course,Tortilla Española
Spanish,Main Course,Vegetable Paella
Thai,Main Course,Basil Chicken
Thai,Main Course,Cashew Chicken
Thai,Main Course,Drunken Noodles
Thai,Main Course,Gaeng Daeng
Thai,Main Course,Khao Soi
Thai,Main Course,Massaman Curry
Thai,Main Course,Pad Kee Mao
Thai,Main Course,Pad Kra Pao
Thai,Main Course,Pad See Ew
Thai,Main Course,Pad Thai
Thai,Main Course,Panang Curry
Thai,Main Course,Pineapple Fried Rice
Thai,Main Course,Thai BBQ Chicken
Thai,Main Course,Thai Basil Beef
Thai,Main Course,Thai Boat Noodles
Thai,Main Course,Thai Fish Cakes
Thai,Main Course,Thai Fried Rice
Thai,Main Course,Thai Glass Noodles
Thai,Main Course,Thai Green Curry
Thai,Main Course,Thai Red Curry
Thai,Main Course,Tom Kha Gai
Thai,Main Course,Tom Kha Hed
Thai,Main Course,Tom Yum Goong
Thai,Main Course,Yellow Curry
Thai,Specialty,Thai Caramel Dessert
Thai,Specialty,Thai Cheese Sandwich
Thai,Specialty,Thai Chicken Sandwich
Thai,Specialty,Thai Chicken Soup
Thai,Specialty,Thai Chocolate Dessert
Thai,Specialty,Thai Cream Soup
Thai,Specialty,Thai Creamy Chicken
Thai,Specialty,Thai Creamy Vegetable Curry
Thai,Specialty,Thai Crispy Chicken
Thai,Specialty,Thai Crispy Fish
Thai,Specialty,Thai Fish Fillet
Thai,Specialty,Thai Fresh Fruit Bowl
Thai,Specialty,Thai Garlic Noodles
Thai,Specialty,Thai Grilled Chicken
Thai,Specialty,Thai Grilled Fish
Thai,Specialty,Thai Grilled Vegetable Platter
Thai,Specialty,Thai Herb Chicken
Thai,Specialty,Thai Herb Rice
Thai,Specialty,Thai Mixed Salad
Thai,Specialty,Thai Mushroom Soup
Thai,Specialty,Thai Sesame Noodles
Thai,Specialty,Thai Spicy Chicken
Thai,Specialty,Thai Spicy Fish
Thai,Specialty,Thai Spicy Noodles
Thai,Specialty,Thai Spicy Rice
Thai,Specialty,Thai Spicy Vegetable Curry
Thai,Specialty,Thai Tomato Soup
Thai,Specialty,Thai Vanilla Dessert
Thai,Specialty,Thai Vegetable Curry
Thai,Specialty,Thai Vegetable Noodles
Thai,Specialty,Thai Vegetable Rice
Thai,Specialty,Thai Vegetable Sandwich
Thai,Specialty,Thai Vegetable Soup
Thai,Starter,Chicken Satay
Thai,Starter,Corn Cakes
Thai,Starter,Green Papaya Salad
Thai,Starter,Mango Salad
Thai,Starter,Papaya Salad
Thai,Starter,Thai Beef Salad
Thai,Starter,Thai Fish Cakes
Thai,Starter,Thai Shrimp Cakes
Thai,Starter,Thai Spring Rolls
Thai,Starter,Tofu Satay
